ID,Name,Types,Weaknesses,Evolution,HP,Attack,Defense,SpAttack,SpDefense,Speed,HeightM,WeightKg,Generation,Region,FirstLocation,Genus,Bio,Fact
249,Lugia,"Psychic,Flying","Electric,Ice,Rock,Dark,Ghost",,106,90,130,90,154,110,5.2,216.0,Gen II,Johto,Whirl Islands (Gold),Diving Pokémon,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",Has the highest base Sp. Defense (154) of all 90 Psychic-type Pokémon.
250,Ho-Oh,"Fire,Flying","Water,Electric,Rock",,106,130,90,110,154,90,3.8,199.0,Gen II,Johto,Bell Tower (Gold),Rainbow Pokémon,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,Has the highest base Sp. Defense (154) of all 71 Fire-type Pokémon.
251,Celebi,"Psychic,Grass","Fire,Ice,Poison,Flying,Bug,Ghost,Dark",,100,100,100,100,100,100,0.6,5.0,Gen II,Johto,Ilex Forest (Crystal),Time Travel Pokémon,"This Pokémon traveled through time to come from the future. It bolsters grass and trees with its own strength, and it can heal wounds, too.",This Pokémon wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.
252,Treecko,Grass,"Fire,Ice,Poison,Flying,Bug",253,40,45,35,65,55,70,0.5,5.0,Gen III,Hoenn,Route 101 (Ruby),Wood Gecko Pokémon,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.
253,Grovyle,Grass,"Fire,Ice,Poison,Flying,Bug",254,50,65,45,85,65,95,0.9,21.6,Gen III,Hoenn,Route 5 (Ultra Sun),Wood Gecko Pokémon,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles.
254,Sceptile,Grass,"Fire,Ice,Poison,Flying,Bug",,70,85,65,105,85,120,1.7,52.2,Gen III,Hoenn,Evolves from Grovyle,Forest Pokémon,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,Has the highest base Speed (120) of all 106 Grass-type Pokémon.
255,Torchic,Fire,"Water,Ground,Rock",256,45,60,40,70,50,45,0.4,2.5,Gen III,Hoenn,Route 101 (Ruby),Chick Pokémon,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black."
256,Combusken,"Fire,Fighting","Water,Ground,Psychic,Flying",257,60,85,60,85,60,55,0.9,19.5,Gen III,Hoenn,Route 8 (Ultra Sun),Young Fowl Pokémon,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This Pokémon’s legs possess both speed and power, enabling it to dole out ten kicks in one second."
257,Blaziken,"Fire,Fighting","Water,Ground,Psychic,Flying",,80,120,70,110,70,80,1.9,52.0,Gen III,Hoenn,Evolves from Combusken,Blaze Pokémon,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this Pokémon’s wrists burn."
258,Mudkip,Water,"Electric,Grass",259,50,70,50,50,50,40,0.4,7.6,Gen III,Hoenn,Route 101 (Ruby),Mud Fish Pokémon,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.","The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes."
259,Marshtomp,"Water,Ground",Grass,260,70,85,70,60,70,50,0.7,28.0,Gen III,Hoenn,Brooklet Hill (Ultra Sun),Mud Fish Pokémon,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.","The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low."
260,Swampert,"Water,Ground",Grass,,100,110,90,85,90,60,1.5,81.9,Gen III,Hoenn,Evolves from Marshtomp,Mud Fish Pokémon,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.
261,Poochyena,Dark,"Fighting,Bug,Fairy",262,35,55,35,30,30,35,0.5,13.6,Gen III,Hoenn,Route 101 (Ruby),Bite Pokémon,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,"At first sight, POOCHYENA takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
262,Mightyena,Dark,"Fighting,Bug,Fairy",,70,90,70,60,60,70,1.0,37.0,Gen III,Hoenn,Route 120 (Emerald),Bite Pokémon,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.
263,Zigzagoon,Normal,Fighting,264,38,30,41,30,41,60,0.4,17.5,Gen III,Hoenn,Petalburg Woods (Ruby),Tiny Raccoon Pokémon,"Zigzagoon that adapted to regions outside Galar acquired this appearance. If you’ve lost something, this Pokémon can likely find it.",ZIGZAGOON restlessly wanders everywhere at all times. This Pokémon does so because it is very curious. It becomes interested in anything that it happens to see.
264,Linoone,Normal,Fighting,,78,70,61,50,61,100,0.5,32.5,Gen III,Hoenn,Route 118 (Ruby),Rushing Pokémon,It uses its explosive speed and razor-sharp claws to bring down prey. Running along winding paths is not its strong suit.,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This Pokémon is very challenged by gently curving roads."
265,Wurmple,Bug,"Fire,Flying,Rock",266,45,45,35,20,30,20,0.3,3.6,Gen III,Hoenn,Petalburg Woods (Ruby),Worm Pokémon,Likes sap and is abundant in the wild. Why it evolves into various different forms is unknown. One cannot tell from a Wurmple's appearance which form it will take when it evolves.,"Using the spikes on its rear end, WURMPLE peels the bark off trees and feeds on the sap that oozes out. This Pokémon’s feet are tipped with suction pads that allow it to cling to glass without slipping."
266,Silcoon,Bug,"Fire,Flying,Rock",267,50,35,55,25,25,15,0.6,10.0,Gen III,Hoenn,Petalburg Woods (Ruby),Cocoon Pokémon,"Wraps itself in thin strings of silk while it stores energy for evolution. It can't extend its limbs and its movement is slow, but its eyes keep a sharp lookout—Silcoon is always on guard.","SILCOON tethers itself to a tree branch using silk to keep from falling. There, this Pokémon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole."
267,Beautifly,"Bug,Flying","Fire,Electric,Ice,Flying,Rock",,60,70,50,100,50,65,1.0,28.4,Gen III,Hoenn,Eterna Forest (Diamond),Butterfly Pokémon,"A colorful and incredibly beautiful but also greedy Pokémon. In an effort to keep its favorite food all to itself, it will chase away Combee as they try to gather nectar.","BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this Pokémon, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen."
268,Cascoon,Bug,"Fire,Flying,Rock",269,50,35,55,25,25,15,0.7,11.5,Gen III,Hoenn,Petalburg Woods (Ruby),Cocoon Pokémon,"The silk coating its body is thin but sufficiently strong. Cascoon's silk has a luster and texture superior to that of Silcoon's, and clothes made using Cascoon silk are regarded as top-notch.","CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This Pokémon prepares for its evolution inside the cocoon."
269,Dustox,"Bug,Poison","Fire,Flying,Psychic,Rock",,60,50,70,50,90,65,1.2,31.6,Gen III,Hoenn,Eterna Forest (Pearl),Poison Moth Pokémon,Tends to be drawn to bonfires on dark nights. Difficult to chase away from settlements because of the way it scatters highly toxic scales.,"DUSTOX is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
270,Lotad,"Water,Grass","Poison,Flying,Bug",271,40,30,30,40,50,30,0.5,2.6,Gen III,Hoenn,Route 102 (Sapphire),Water Weed Pokémon,Its leaf grew too large for it to live on land. That is how it began to live floating in the water.,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this Pokémon travels on land in search of clean water."
271,Lombre,"Water,Grass","Poison,Flying,Bug",272,60,50,50,60,70,50,1.2,32.5,Gen III,Hoenn,Route 114 (Sapphire),Jolly Pokémon,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.,"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this Pokémon spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation."
272,Ludicolo,"Water,Grass","Poison,Flying,Bug",,80,70,70,90,100,70,1.5,55.0,Gen III,Hoenn,Dappled Grove (Shield),Carefree Pokémon,"If it hears festive music, it begins moving in rhythm in order to amplify its power.","LUDICOLO begins dancing as soon as it hears cheerful, festive music. This Pokémon is said to appear when it hears the singing of children on hiking outings."
273,Seedot,Grass,"Fire,Ice,Poison,Flying,Bug",274,40,40,50,30,30,30,0.5,4.0,Gen III,Hoenn,Route 102 (Ruby),Acorn Pokémon,It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this Pokémon’s body becomes."
274,Nuzleaf,"Grass,Dark","Bug,Fighting,Poison,Flying,Ice,Fairy",275,70,70,40,60,40,60,1.0,28.0,Gen III,Hoenn,Route 114 (Ruby),Wily Pokémon,They live in holes bored in large trees. The sound of Nuzleaf’s grass flute fills listeners with dread.,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This Pokémon dislikes having its long nose pinched.
275,Shiftry,"Grass,Dark","Bug,Fighting,Poison,Flying,Ice,Fairy",,90,100,60,90,60,80,1.3,59.6,Gen III,Hoenn,Nature Sanctuary (Black 2),Wicked Pokémon,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,SHIFTRY is a mysterious Pokémon that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.
276,Taillow,"Normal,Flying","Electric,Ice,Rock",277,40,55,30,30,30,85,0.3,2.3,Gen III,Hoenn,Petalburg Woods (Ruby),Tiny Swallow Pokémon,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.","TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."
277,Swellow,"Normal,Flying","Electric,Ice,Rock",,60,85,60,75,50,125,0.7,19.8,Gen III,Hoenn,Route 115 (Ruby),Swallow Pokémon,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",Has the highest base Speed (125) of all 115 Normal-type Pokémon.
278,Wingull,"Water,Flying","Electric,Rock",279,40,30,30,55,30,85,0.6,9.5,Gen III,Hoenn,Slateport City (Ruby),Seagull Pokémon,It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge.,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This Pokémon rides the winds and flies as if it were skating across the sky.
279,Pelipper,"Water,Flying","Electric,Rock",,60,50,100,95,70,65,1.2,28.0,Gen III,Hoenn,Slateport City (Ruby),Water Bird Pokémon,"Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it.",PELIPPER is a flying transporter that carries small Pokémon and eggs inside its massive bill. This Pokémon builds its nest on steep cliffs facing the sea.
